10611	3
0	3941	3904	0.3586161732673645	0.014084506779909134	0.4999999999999999
1	5866	4348	0.9477198123931885	0.014084506779909134	0.4999999999999999
2	5907	6055	0.1636139154434204	0.014084506779909134	0.408248290463863
3	2875	2565	0.18527843058109283	0.014084506779909134	0.2886751345948129
4	2482	4747	0.31489381194114685	0.014084506779909134	0.4999999999999999
5	3603	6902	0.05288122966885567	0.014084506779909134	0.7071067811865475
6	2907	6530	0.47075167298316956	0.014084506779909134	0.5
7	1385	6645	0.0341666042804718	0.014084506779909134	0.408248290463863
8	7209	2451	0.22569721937179565	0.014084506779909134	0.7071067811865475
9	2837	1440	0.17708994448184967	0.014084506779909134	0.11470786693528087
10	2180	6706	0.23156310617923737	0.014084506779909134	0.1889822365046136
11	4659	1856	0.08025761693716049	0.014084506779909134	0.24999999999999994
12	2299	3238	0.14237408339977264	0.014084506779909134	0.4999999999999999
13	6974	4292	0.05755816027522087	0.0	0.7071067811865475
14	4601	4387	0.047167010605335236	0.014084506779909134	0.125
15	1649	7057	0.18750201165676117	0.0	0.05143444998736397
16	3344	5524	0.19991709291934967	0.014084506779909134	0.14433756729740646
17	297	6729	0.535403311252594	0.014084506779909134	0.053838190205816545
18	3888	1784	0.09802879393100739	0.014084506779909134	0.05407380704358751
19	6115	5015	0.632642388343811	0.0	0.1889822365046136
20	3482	2292	0.42703428864479065	0.0	0.08451542547285165
21	6554	501	0.057684995234012604	0.014084506779909134	0.26726124191242434
22	1067	562	0.19598598778247833	0.014084506779909134	0.05383819020581656
23	4722	836	0.23292753100395203	0.014084506779909134	0.4999999999999999
24	5258	452	0.4735335409641266	0.014084506779909134	0.4999999999999999
25	2913	2611	0.020593460649251938	0.0	0.12403473458920845
26	5339	3548	0.07923085987567902	0.014084506779909134	0.09622504486493763
27	7112	568	0.49851712584495544	0.014084506779909134	0.22360679774997896
28	1418	4837	0.39759379625320435	0.028169013559818268	0.04564354645876383
29	6447	4467	0.28366655111312866	0.014084506779909134	0.15811388300841894
30	7138	5056	0.030889036133885384	0.0	0.4999999999999999
31	3870	5004	0.06690193712711334	0.014084506779909134	0.4999999999999999
32	5973	4645	0.07153575867414474	0.014084506779909134	0.4999999999999999
33	5352	392	0.0889529287815094	0.014084506779909134	0.4999999999999999
34	939	5743	0.025587892159819603	0.014084506779909134	0.4999999999999999
35	2357	3386	0.18824918568134308	0.0	0.7071067811865475
36	3656	4872	0.03417954221367836	0.014084506779909134	0.045267873021259265
37	4263	1587	0.11587108671665192	0.014084506779909134	0.7071067811865475
38	4599	579	0.12049277871847153	0.014084506779909134	0.7071067811865475
39	1451	5860	0.2310078889131546	0.014084506779909134	0.06917144638660747
