3	15
8	15
12	13
13	13
17	13
25	7
26	7
35	11
38	10
40	10
41	7
46	6
47	15
53	13
55	15
56	10
61	13
64	9
67	8
73	15
75	9
76	13
78	15
79	7
87	15
89	13
92	13
97	7
100	15
101	13
103	13
109	13
110	11
114	13
116	15
117	15
123	15
125	15
130	7
135	13
137	13
138	7
143	13
149	15
151	11
155	11
173	13
180	10
187	15
189	15
192	15
194	8
203	7
208	13
209	8
214	13
217	7
223	11
224	13
227	15
229	13
233	7
239	13
243	7
244	8
246	11
254	13
265	15
268	13
274	15
275	11
287	15
288	13
292	13
295	8
297	13
302	11
304	11
316	11
321	8
322	15
325	7
326	13
328	10
333	11
335	11
338	10
344	13
350	13
354	43
358	11
359	13
360	15
365	8
366	11
368	13
371	11
372	13
378	13
392	15
393	7
395	15
397	13
399	7
401	13
402	10
406	13
412	15
415	13
418	15
426	13
428	15
430	13
431	13
432	11
435	11
437	10
440	11
453	13
460	15
464	13
465	15
470	13
472	13
478	15
484	13
488	15
490	15
492	9
493	15
494	7
496	8
506	15
515	13
517	15
520	7
522	13
527	11
528	15
529	7
530	11
538	13
539	15
543	13
547	13
549	11
556	15
558	7
559	7
561	13
563	15
565	13
569	8
580	26
581	13
582	11
589	13
595	13
597	15
603	15
610	13
611	15
612	15
616	7
620	13
625	15
634	11
642	11
643	15
645	15
647	15
653	7
655	11
659	15
663	15
666	13
668	13
669	15
674	13
683	15
707	11
709	13
717	15
719	13
721	15
725	11
726	13
735	11
736	15
738	15
745	11
750	13
758	15
761	15
764	13
769	15
770	11
774	15
778	11
782	13
784	15
785	15
789	11
791	13
794	13
796	13
803	15
806	15
813	15
814	15
819	15
823	9
824	15
825	15
828	11
829	13
835	13
838	15
839	11
851	13
855	13
857	15
876	15
877	15
878	15
880	13
881	9
886	11
888	11
890	13
894	13
896	15
897	15
902	15
904	7
907	11
909	15
915	13
916	15
918	10
919	15
921	13
922	15
928	7
932	13
933	15
940	15
948	9
950	7
953	15
957	9
960	13
961	15
968	11
979	15
980	15
982	7
983	15
984	15
985	10
989	15
997	7
1004	13
1005	13
1006	15
1007	15
1008	15
1014	15
1016	13
1018	11
1019	13
1020	6
1040	10
1041	15
1043	13
1048	15
1049	13
1053	9
1057	13
1060	13
1064	11
1069	13
