912	1
0	0.625
1	0.0
2	0.0
3	0.0
4	0.5
5	0.0
6	0.0
7	0.0
8	0.625
9	0.0
10	0.625
11	0.0
12	0.25
13	0.125
14	0.125
15	0.0
16	0.0
17	0.25
18	0.375
19	0.0
20	0.0
21	0.0
22	0.0
23	0.375
24	0.0
25	0.0
26	0.125
27	0.0
28	0.25
29	0.125
30	0.0
31	0.375
32	0.0
33	0.375
34	0.0
35	0.125
36	0.0
37	0.0
38	0.125
39	0.0
40	0.0
41	0.0
42	0.0
43	0.25
44	0.0
45	0.0
46	0.0
47	0.125
48	0.125
49	0.25
50	0.125
51	0.0
52	0.125
53	0.0
54	0.375
55	0.125
56	0.0
57	0.25
58	0.0
59	0.0
60	0.0
61	0.0
62	0.125
63	0.25
64	0.25
65	0.0
66	0.25
67	0.125
68	0.0
69	0.0
70	0.125
71	0.0
72	0.375
73	0.25
74	0.0
75	0.125
76	1.0
77	0.0
78	0.0
79	0.0
80	0.25
81	0.125
82	0.625
83	0.0
84	0.0
85	0.0
86	0.375
87	0.0
88	0.0
89	0.125
90	0.0
91	0.0
92	0.125
93	0.625
94	0.125
95	0.125
96	0.125
97	0.0
98	0.375
99	0.0
100	0.125
101	0.125
102	0.0
103	0.125
104	0.25
105	0.0
106	0.25
107	1.0
108	0.125
109	0.125
110	0.0
111	0.0
112	0.5
113	0.625
114	0.0
115	0.25
116	0.0
117	0.125
118	0.0
119	0.0
120	0.625
121	0.0
122	0.125
123	0.125
124	0.0
125	0.0
126	0.0
127	0.0
128	0.0
129	0.125
130	0.375
131	0.0
132	0.0
133	0.125
134	0.125
135	0.0
136	0.0
137	0.0
138	0.0
139	0.125
140	0.5
141	0.0
142	0.0
143	0.25
144	0.625
145	0.125
146	0.0
147	0.0
148	0.0
149	0.0
150	0.0
151	0.0
152	0.125
153	0.125
154	0.125
155	0.375
156	0.0
157	0.125
158	0.125
159	0.125
160	0.0
161	0.0
162	0.125
163	0.0
164	0.0
165	0.0
166	0.125
167	0.125
168	0.0
169	0.0
170	0.0
171	0.0
172	0.125
173	0.125
174	0.25
175	0.25
176	0.625
177	0.625
178	0.625
179	0.375
180	0.375
181	0.25
182	0.375
183	0.0
184	0.375
185	0.625
186	0.125
187	0.0
188	0.0
189	0.125
190	0.625
191	0.625
192	0.125
193	0.625
194	0.0
195	0.0
196	0.125
197	0.125
198	0.0
199	0.125
200	0.0
201	0.5
202	0.5
203	0.125
204	0.125
205	0.0
206	0.0
207	0.0
208	0.0
209	0.125
210	0.25
211	0.125
212	0.75
213	0.25
214	0.0
215	0.125
216	0.0
217	0.25
218	0.0
219	0.125
220	0.0
221	0.0
222	0.0
223	0.0
224	0.375
225	0.375
226	0.625
227	0.0
228	0.125
229	0.625
230	0.0
231	0.375
232	0.0
233	0.125
234	0.625
235	0.125
236	0.0
237	0.625
238	0.625
239	0.125
240	0.375
241	0.0
242	0.125
243	0.0
244	0.125
245	0.25
246	0.375
247	0.0
248	0.125
249	0.125
250	0.125
251	0.125
252	0.0
253	0.0
254	0.0
255	0.5
256	0.5
257	0.125
258	0.125
259	0.0
260	0.125
261	0.0
262	0.25
263	0.125
264	0.5
265	0.0
266	0.125
267	0.0
268	0.125
269	0.375
270	0.0
271	0.25
272	0.0
273	0.0
274	0.0
275	0.125
276	0.0
277	0.0
278	0.0
279	0.0
280	0.0
281	0.5
282	0.0
283	0.125
284	0.0
285	0.375
286	0.0
287	0.5
288	0.0
289	0.125
290	0.125
291	0.0
292	0.0
293	0.0
294	0.375
295	0.125
296	0.625
297	0.125
298	0.375
299	0.375
300	0.625
301	0.0
302	0.125
303	0.0
304	0.0
305	0.0
306	0.0
307	0.0
308	0.25
309	0.0
310	0.5
311	0.5
312	0.375
313	0.375
314	0.0
315	0.125
316	0.125
317	0.125
318	0.0
319	1.0
320	0.0
321	0.75
322	0.125
323	0.0
324	0.75
325	0.0
326	0.5
327	0.625
328	0.0
329	0.625
330	0.0
331	0.125
332	0.125
333	0.125
334	0.0
335	0.0
336	0.25
337	0.125
338	0.125
339	0.0
340	0.125
341	0.0
342	0.625
343	0.375
344	0.125
345	0.0
346	0.125
347	0.625
348	0.0
349	0.0
350	0.0
351	0.0
352	0.375
353	0.375
354	0.25
355	0.625
356	0.625
357	0.0
358	0.25
359	0.0
360	0.125
361	0.25
362	0.0
363	0.125
364	0.0
365	0.0
366	0.625
367	0.625
368	0.125
369	0.0
370	0.0
371	0.0
372	0.25
373	0.0
374	0.25
375	0.625
376	0.125
377	0.5
378	0.0
379	0.25
